27.3,38.7,34.0,22.8,18.1,28.9,0.7,18.0,37.3,68.7,98.7,2.0,28.0,55.3,76.0,100.0,1.3,22.7,45.3,71.3,93.3,150,1xsoa,20
30.8,50.5,18.7,32.2,17.8,17.8,3.3,18.7,44.0,71.4,100.0,1.1,22.0,51.6,72.5,97.8,4.4,30.8,46.2,80.2,98.9,91,1fna,20
29.2,36.0,34.8,26.1,25.0,25.0,1.1,21.3,39.3,65.2,97.8,3.4,22.5,50.6,82.0,100.0,2.2,25.8,53.9,71.9,95.5,89,1ten,20
29.0,40.0,31.0,24.2,23.2,22.2,1.0,23.0,46.0,69.0,97.0,6.0,33.0,54.0,86.0,99.0,3.0,20.0,32.0,62.0,100.0,100,1cfb1,20
34.4,30.0,35.6,21.3,23.6,19.1,4.4,31.1,60.0,75.6,98.9,2.2,17.8,53.3,68.9,93.3,1.1,20.0,40.0,63.3,100.0,90,3hhr1,20
38.7,25.5,35.8,21.0,37.1,18.1,4.7,23.6,48.1,69.8,100.0,0.9,14.2,35.8,67.0,98.1,1.9,29.2,49.1,74.5,99.1,106,3hhr2,20
33.7,33.7,32.7,20.6,28.9,25.8,4.1,22.4,48.0,70.4,99.0,1.0,18.4,44.9,77.6,96.9,2.0,25.5,52.0,67.3,100.0,98,2hft1,20
31.1,32.8,36.1,20.3,22.0,20.3,1.7,26.1,49.6,73.9,96.6,0.8,19.3,46.2,66.4,100.0,4.2,21.8,47.9,74.8,97.5,119,3dpa1,20
37.8,25.9,36.3,22.4,32.8,14.9,3.0,21.5,46.7,72.6,97.8,0.7,25.9,42.2,68.9,100.0,4.4,25.2,50.4,76.3,98.5,135,1rsy,20
34.3,27.3,38.4,18.4,30.6,26.5,1.0,26.3,51.5,70.7,100.0,4.0,18.2,52.5,72.7,94.9,2.0,19.2,44.4,74.7,99.0,99,1frub,20
35.5,41.1,23.4,30.0,16.0,20.2,0.9,23.4,48.1,71.0,98.6,0.5,26.2,56.5,75.2,99.5,1.4,25.2,41.6,76.6,100.0,214,8fabb,20
31.0,34.8,34.2,24.0,25.3,27.9,5.8,30.3,52.3,76.8,98.7,0.6,20.6,42.6,71.0,100.0,2.6,23.9,50.3,75.5,99.4,155,1ddt3,21
24.5,57.3,18.2,33.0,12.8,16.5,7.3,15.5,38.2,65.5,99.1,0.9,28.2,53.6,77.3,100.0,8.2,21.8,44.5,66.4,93.6,110,1exg,21
34.1,31.7,34.1,22.3,24.1,23.5,0.6,24.0,44.9,68.9,95.8,1.2,24.6,50.9,77.2,99.4,3.6,22.2,52.1,72.5,100.0,167,1ctm1,21
30.8,43.3,26.0,23.3,23.3,10.7,4.8,22.1,47.1,66.3,99.0,1.0,27.9,51.0,80.8,96.2,2.9,19.2,48.1,70.2,100.0,104,1cgt2,22
32.2,39.0,28.8,25.6,20.5,22.2,1.7,16.9,50.8,72.0,96.6,2.5,29.7,56.8,79.7,99.2,0.8,22.9,45.8,67.8,100.0,118,1etb1,22
31.5,32.5,36.0,16.6,27.1,29.1,1.0,26.0,53.0,77.5,100.0,0.5,15.0,46.5,62.0,97.5,1.5,28.5,51.5,79.5,99.5,200,2pcda,22
32.6,33.9,33.5,23.7,22.0,25.9,3.4,29.6,54.1,78.5,99.6,0.4,20.2,48.9,70.0,98.7,1.3,22.7,46.8,76.4,100.0,233,2pcdm,22
33.3,36.4,30.3,27.6,16.3,21.4,1.0,19.2,41.4,72.7,99.0,6.1,22.2,49.5,75.8,98.0,2.0,30.3,51.5,68.7,100.0,99,1plc,23
35.0,30.1,35.0,20.5,23.8,20.5,2.4,18.7,52.8,70.7,99.2,3.3,22.0,40.7,64.2,97.6,0.8,30.1,54.5,81.3,100.0,123,1pmy,23
33.3,36.2,30.5,26.0,24.0,22.1,4.8,26.7,52.4,76.2,99.0,2.9,13.3,47.6,73.3,95.2,1.0,27.6,46.7,71.4,100.0,105,1aaj,23
31.8,34.9,33.3,25.0,23.4,27.3,2.3,22.5,49.6,76.7,98.4,0.8,33.3,58.1,77.5,99.2,1.6,17.8,40.3,61.2,100.0,129,2azaa,23
34.9,34.9,30.2,18.8,25.9,23.5,1.2,24.4,45.3,77.9,100.0,2.3,19.8,52.3,70.9,98.8,4.7,17.4,41.9,68.6,97.7,86,1cbp,23
34.9,34.1,31.0,18.8,25.0,22.7,2.3,18.6,45.0,70.5,93.8,0.8,31.0,57.4,76.7,97.7,1.6,17.1,42.6,74.4,100.0,129,1aoza1,23
32.5,37.3,30.1,23.1,23.1,23.6,1.0,20.6,46.9,65.6,98.1,0.5,32.5,58.4,78.9,99.5,1.4,18.7,42.1,69.9,100.0,209,1aoza2,23
36.0,30.8,33.2,23.0,26.8,20.2,1.4,20.6,46.3,72.4,97.2,0.5,25.7,57.0,77.6,100.0,1.9,24.8,46.7,66.8,99.5,214,1aoza3,23
34.0,33.3,32.7,19.6,25.9,18.4,1.3,22.6,46.5,78.0,97.5,1.9,30.8,59.7,74.8,96.9,0.6,24.5,45.3,70.4,100.0,159,1nrd1,23
29.8,38.2,32.1,21.5,21.5,23.8,2.3,20.6,45.0,72.5,94.7,0.8,23.7,49.6,70.2,99.2,1.5,22.9,51.1,79.4,100.0,131,1htp,24
37.5,28.8,33.8,20.3,29.1,19.0,2.5,23.8,47.5,72.5,100.0,1.2,20.0,62.5,83.8,98.8,3.8,18.8,38.8,52.5,95.0,80,1lac,24
34.8,33.5,31.6,26.1,22.3,23.6,1.9,22.8,48.7,72.2,99.4,1.3,24.7,46.2,73.4,92.4,0.6,21.5,53.2,74.7,100.0,158,1gpr,24
30.4,45.5,24.1,28.8,16.2,11.7,4.5,26.8,43.8,68.8,96.4,0.9,21.4,56.2,78.6,99.1,5.4,24.1,35.7,73.2,100.0,112,1cgt4,25
31.4,46.1,22.5,35.6,10.9,18.8,5.9,22.5,53.9,78.4,100.0,1.0,28.4,51.0,72.5,97.1,2.0,15.7,30.4,61.8,98.0,102,6taa2,25
30.1,39.8,30.1,25.0,16.3,26.1,4.3,26.9,50.5,69.9,94.6,1.1,24.7,49.5,76.3,98.9,2.2,20.4,35.5,75.3,100.0,93,1ppi2,25
28.8,47.5,23.7,29.3,13.8,29.3,10.2,25.4,45.8,67.8,100.0,3.4,22.0,42.4,71.2,91.5,1.7,15.3,55.9,79.7,96.6,59,1amg2,25
35.7,26.8,37.5,14.5,32.7,25.5,10.7,28.6,46.4,67.9,96.4,7.1,23.2,53.6,73.2,92.9,1.8,12.5,37.5,64.3,100.0,56,1amy2,25
33.9,33.6,32.5,21.9,25.2,19.3,0.5,23.8,50.4,75.8,99.5,0.9,22.4,46.8,72.0,100.0,0.2,28.2,49.9,76.7,98.8,425,2bpa1,26
